,Unnamed: 0,0,1,2,3
695,695,696,football,축구,"['축구', '축구', '공', '아무렇게나', '취급되는', '사람', '것', '손님을', '끌기', '위한', '싸구려', '상품', '축구를', '하다', '손님을', '끌기', '위하여', '원가', '이하로', '팔다', '미식', '축구', '축구', '럭비', '축구', '경기자', '축구', '선수']"
696,696,697,for,전치사,"['전치사', '및', '등위', '접속사로서', '폭넓은', '의미', '내용을', '지니고', '쓰이는', '말인데', '특히', '전치사로서의', '기능이', '두드러진다', '부사로서는', '쓰이지', '않는다', '원래의', '뜻은', '등의', '에', '함축된', '앞에', '서는', '앞을', '내다보는', '앞으로', '향하는', '인데', '이로부터', '여러', '가지', '의미', '내용이', '파생했다', '즉', '앞에', '서는', '의', '뜻에서', '대리', '대표', '교환', '등의', '뜻이', '파생했고', '앞에', '서서', '옹호하는', '의', '뜻에서', '찬성', '지지', '등의', '뜻이', '파생했으며', '앞을', '바라보는', '의', '뜻에서', '목적', '목표', '및', '시간', '거리', '범위', '를', '가리키게', '되는', '등', '발전', '과정을', '밟았다', '다른', '전치사와', '대조', '유비', '관계가', '있으나', '특히', '와는', '좋은', '대조를', '이룬다', '그리고', '특기할', '기능은', '대', '명사', '부정사', '의', '형식으로', '부정사의', '의미상의', '주어를', '나타내는', '일이며', '문장', '구성', '및', '전환에', '있어서', '중요한', '구실을', '한다', '발음상으로는', '다른', '전치사와', '마찬가지로', '문장', '중에서', '약하게', '발음된다', '자칫', '잘못하여', '강하게', '발음하면', '와', '혼동되기', '쉬우니', '특히', '유의해야', '한다', '기본적으로는', '을', '위해', '의', '뜻', '이익', '목적', '용도', '등', '을', '위하여', '위한', '에', '의', '을', '향하여', '동안', '대표', '교환', '등', '대신에', '대상', '지지', '등', '에', '대하여', '때문에', '에', '관해서', '는', '에게', '는', '으로', '이유를', '나타내어', '왜냐하면', '이니까', '이익', '영향', '을', '위하여', '위한', '에', '대해', '조국을', '위해', '목숨을', '바치다', '석유', '회사에', '근무하다', '무슨', '시킬', '일은', '없습니까', '흡연은', '건강에', '좋지', '않다', '그가', '그곳에', '있었던', '것은', '당신에게', '다행이었다', '경의', '을', '기념하여', '을', '위해', '그들을', '위해', '파티가', '개최되었다', '모방', '미', '의', '이름을', '따서', '영', '그는', '조부의', '이름을', '따서', '제임스라고', '명명되었다', '받을', '사람', '수취인', '에게', '주려고', '주려는', '앞으로의', '당신에게', '주는', '선물', '자네한테', '희소식이', '있다', '그것은', '누구에게', '줄', '것인가', '빌', '네게', '온', '전화다', '그녀는', '톰에게', '새', '넥타이를', '사주었다', '목적지', '행선지', '을', '향하여', '으로', '가기', '위해', '위한', '에', '입장하기', '위해', '위한', '인도를', '향하여', '출발하다', '이', '열차는', '에든버러로', '갑니까', '그', '경기의', '입장권을', '구했습니까', '목적', '의향', '을', '위하여', '을', '목적으로', '을', '노리고', '이', '되려고', '을', '하려고', '산책하러', '헤엄치러', '가다', '집에서', '공부하기', '위해서', '그', '책을', '샀다', '무엇하려고', '그런', '짓을', '했는가', '그는', '그', '작업에', '지원했다', '획득', '추구', '기대의', '대상', '을', '얻기', '위하여', '위한', '을', '찾아', '차의', '주', '문', '의사를', '부르러', '보내다', '회답을', '기다리다', '편지를', '써서', '그에게', '조언을', '구하였다', '모든', '사람은', '행복을', '바란다', '그는', '지식을', '갈망하고', '있었다', '준비', '보전', '방지', '에', '대비하기', '위해', '위한', '을', '유지하기', '고치기', '위해', '위한', '시험', '공부를', '하다', '두통에', '잘', '듣는', '약', '모임은', '시', '시작을', '위해', '출석은', '시', '반에', '용도', '지정', '적절', '용의', '으로', '대상의', '으로', '에', '적합한', '식기장', '행동할', '때', '공부방', '소년용', '잡지', '이', '연장은', '무엇에', '쓰나요', '나무를', '베는', '데', '쓰지요', '지정한', '날짜', '축일', '며칠', '몇시', '에', '의', '때에', '의', '을', '축하하려고', '오후에', '만날', '약속', '결혼식은', '월', '일로', '택일되었다', '그녀는', '년의', '미스', '유니버스였다', '생일을', '축하하여', '그에게', '야구', '미트를', '선물했다', '시간', '거리', '동안', '쭉', '예정', '기간으로서', '동안', '은', '몇', '시간', '며칠', '몇', '년', '동안이나', '요', '년', '동안', '영구히', '날이면', '날마다', '끝없이', '그곳에', '주일간', '머무르다', '마일', '걷다', '그곳에', '있는', '동안', '내내', '눈', '오는', '날이', '계속되었다', '그녀하고는', '두', '달', '동안', '말을', '안하고', '있다', '몇', '마일을', '가도', '모래뿐이었다', '그는', '오랫동안', '일하지는', '않았다', '별로', '오래', '일하지는', '않았다', '그들은', '당일치기로', '바다로', '갔다', '텔레비전', '방송국은', '하루의', '방송을', '마쳤다', '오늘은', '이것으로', '끝이다', '수량', '금액', '만큼', '의', '어치', '의', '달러짜리', '수표', '내', '앞으로', '파운드', '적어', '놓으시오', '대리', '대용', '대신에', '의', '버터', '대용품', '남대신에', '말하다', '대변하다', '나', '대신에', '안부', '전해주시오', '표시', '을', '나타내어', '물', '은', '독일어로', '뭐라고', '합니까', '은', '국제', '연합의', '약어이다', '을', '나타낸다', '는', '의', '대표', '을', '대표하여', '리버풀', '출신의', '국회', '의원', '교환', '대상', '와', '교환으로', '상품', '등', '에', '대하여', '의', '금액', '값', '으로', '그는', '자기의', '카메라를', '그녀의', '시계와', '맞바꾸었다', '그', '카메라에', '달러', '지불했다', '그것을', '달러에', '샀다', '이', '달걀은', '개에', '원입니다', '보상', '보답', '호의', '결과', '등', '에', '대해서', '의', '보답으로서', '각', '정답에는', '점', '타격에는', '타격으로', '갚다', '그의', '친절에', '감사했다', '그는', '속도', '위반으로', '벌금이', '과해졌다', '찬성', '지지', '자기편', '을', '지지하여', '한', '을', '위하여', '에', '편들어', '스미스에게', '투표하다', '자네는', '그', '전쟁에', '찬성인가', '반대인가', '그녀는', '쇼핑하러', '가는', '데', '대찬성이다', '오늘', '일은', '이로써', '마감하자', '우리', '팀을', '위해서', '만세', '삼창을', '감정', '취미', '적성', '등의', '대상', '에', '대하여', '한', '을', '이해하는', '그녀에', '대한', '큰', '사랑', '심미안', '참', '안됐습니다', '등의', '뒤에서', '에', '대한', '할', '걱정할', '필요는', '전혀', '없다', '원인', '이유', '때문에', '으로', '인하여', '많은', '이유로', '기쁨으로', '소리지르다', '아름다움으로', '알려진', '도시', '안개로', '인하여', '아무것도', '보이지', '않는다', '그날', '밤', '그녀는', '조지에', '대해', '생각하느라고', '거의', '잠을', '이루지', '못했다', '늦게', '왔기', '때문에', '그에게', '화가', '났다', '그는', '그', '소녀를', '구했기', '때문에', '상을', '받았다', '대개', '비교급', '뒤에서', '의', '결과로서', '탓으로', '그는', '말해버리고', '나니', '속이', '후련해졌다', '관련', '에', '관해서', '는', '의', '점에서는', '그', '일을', '말할', '것', '같으면', '돈에', '쪼들리고', '있다', '그것에', '관해서는', '그', '정도로', '한', '다', '보온이란', '점에서는', '양모', '이상의', '것은', '없', '다', '의', '용법에', '관해서는', '페이지를', '보시오', '기준', '치고는', '으로서는', '그는', '나이', '치고는', '젊다', '월', '치고는', '춥다', '초심자치고는', '그는', '수영을', '잘한다', '주로', '형용사', '부사', '또는', '의', '형태로', '에게', '는', '하기에는', '그', '모자는', '내게는', '너무', '작다', '테니스', '치기에는', '너무', '춥다', '우리', '모두에게', '돌아갈', '만큼', '음식이', '있었다', '자격', '속성', '으로', '이라고', '그는', '종종', '형', '동생', '으로', '오인된다', '나는', '그것을', '사실로', '알고', '있다', '그는', '죽은', '것으로', '단념되었다', '대비', '비율', '나', '수사', '앞에서', '에', '대하여', '승객은', '영국인', '명에', '대해서', '한국인', '명의', '비율이다', '컵', '한', '잔의', '마른', '콩에', '대해', '컵', '네', '잔의', '물을', '사용하시오', '하나', '틀릴', '때마다', '점을', '감점합니다', '앞뒤에', '같은', '명사를', '써서', '같은', '자격', '중요성', '가치', '등의', '와', '을', '비교하여', '할', '경우', '같은', '달러를', '쓸', '경우', '그쪽', '가게보다', '이쪽에서', '더', '낫게', '쇼핑할', '수', '있', '다', '부정사의', '주어', '관계', '이', '하다', '여행자는', '여권을', '휴대하는', '것이', '필요하다', '그의', '생각은', '우리가', '두', '대의', '차를', '타고', '가자는', '것이다', '이제', '나는', '가야', '할', '시간이다', '그가', '들어오도록', '난', '옆으로', '비켜섰다', '여자애가', '어머니에게', '저', '따위', '말버릇이라니', '나는', '그녀가', '오기를', '기다리고', '있는', '중이다', '이', '사전에서는', '문형으로서', '를', '쓰고', '있다', '이', '문형에서도', '형용사가', '등의', '이해', '를', '나타낼', '경우', '또는', '등', '난이', '를', '나타낼', '경우에는', '에게', '의', '뜻이', '된다', '이', '책을', '읽는', '것은', '내게는', '어렵다', '흡연은', '네', '몸에', '좋지', '않다', '대개', '의', '형태로', '하는', '것은', '에게', '어울리다', '이', '할일이다', '그것은', '당신이', '결정할', '일이', '다', '그것을', '당신이', '어떻게', '해야', '할', '것인가는', '내가', '말할', '것이', '못된다', '영', '아마', '꼭', '처벌받게', '야단맞게', '되어', '있다', '그에게', '들키면', '야단맞는다', '에도', '불구하고', '그럼에도', '불구하고', '그토록', '갑부인데도', '그는', '행복하지', '않다', '종종', '와', '함께', '접속사적으로', '영', '이지만', '그는', '온다고', '말했지만', '오지', '않았다', '이', '별것', '아님', '을', '고려하여', '보면', '효험면을', '보아서는', '이', '약을', '사지', '않아도', '될', '뻔했다', '영구히', '영원토록', '그것에', '대처할', '달아나는', '수밖에', '없었다', '하기', '위해서', '상대의', '주의를', '환기시켜', '저봐', '이죠', '저봐', '큰', '물고기죠', '그런', '일이', '에', '자주', '있다', '의', '어려운', '점이다', '인생이란', '그런', '것이야', '그런', '일은', '같으면', '당연하다', '그런', '것은', '친구', '같으면', '당연한', '일이다', '상대의', '주의를', '환기시켜', '저봐', '이죠', '저봐', '멋진', '장미로군요', '경멸', '이라니', '기가', '막히다', '그것이', '감사란', '건가요', '대개', '콤마나', '세미콜론을', '앞에', '찍고', '앞', '문의', '부가적', '설명', '이유로서', '왜냐하면', '이니까', '그', '까닭은', '이므로', '비가', '올', '것이다', '기압계가', '떨어지고', '있으니까']"
697,697,698,force,강한,"['강한', '의', '뜻에서', '힘', '에너지', '중력', '폭력', '강압', '폭행', '폭력에', '의', '한', '불법', '강제', '폭력에', '호소하다', '무력', '병력', '종종', '군대', '부대', '군세', '공동', '행동을', '취하는', '세력', '단체', '대', '공군', '경찰대', '정신적', '힘', '의지력', '기력', '효과', '법률의', '효력', '사회적', '권력', '세력', '유력한', '인물', '무력', '이외의', '협력', '집단', '집합적', '성원', '사무소', '직원', '설득력', '박력', '말', '등의', '진의', '요점', '그럴싸한', '도리', '이유', '싫은', '일을', '하는', '이유를', '모르겠다', '폭력으로', '주먹다짐으로', '억지로', '의', '힘으로', '에', '의하여', '폭력에', '의하여', '법률이', '실시되다', '효력을', '발생하다', '습관의', '힘', '타성', '유효하여', '시행중인', '시행하다', '대거', '하여', '사람이', '힘을', '다하여', '총력으로', '위력을', '충분히', '발휘하여', '대거하여', '기운차게', '기세좋게', '힘을', '합', '하다', '제휴하다', '무효인', '법령', '등을', '실시', '실행', '하다', '전력을', '다하여', '대단한', '힘으로', '효과가', '현저하게', '억지로', '떠맡기다', '강요하다', '자기', '생각을', '남에게', '강요하다', '억지로', '시키다', '강제하다', '하는', '것을', '피할', '수', '없게', '하다', '우리는', '그에게', '억지로', '그', '서류에', '서명하게', '했다', '가난', '때문에', '그녀는', '범죄를', '저질렀다', '아버지는', '그에게', '억지로', '그', '일을', '시켰다', '이', '뜻에서는', '의', '순위로', '점차', '강해짐', '강탈하다', '잡아채다', '눈물', '사실', '등을', '끌어내다', '나오게', '하다', '카드', '끗수가', '높은', '패를', '버리게', '하다', '어떤', '패를', '뽑아내게', '하다', '그의', '손에서', '총을', '빼앗았다', '억지로', '떠밀다', '몰아대다', '흐름을', '역류시키다', '억', '지로', '떠밀고', '나아가다', '문', '등을', '떠밀어', '부수다', '비틀어', '열다', '군중을', '헤치고', '나아가다', '문을', '억지로', '열다', '힘으로', '넘어뜨리다', '내리누르다', '강습', '으로', '탈취하다', '뜻', '등을', '어거지로', '갖다', '붙이다', '목소리', '등을', '억지로', '내다', '짜내다', '억지로', '웃음을', '짓다', '초목', '과수를', '인위적으로', '촉성재배하다', '말에', '억지로', '의', '뜻을', '붙이다', '카드', '손에', '쥔', '패를', '내어', '놓게', '만들다', '어떠한', '행동을', '취하게끔', '만들다', '억누르다', '비행기를', '강제', '착륙시키다', '감정', '등을', '억제하다', '밀어내', '기', '득점을', '허용하다', '억지로', '힘을', '내다', '떠밀고', '들어가다', '주자를', '봉살', '포스아웃', '시키다', '부르는', '값을', '자꾸', '올리다', '크리켓', '무리한', '모험을', '하다', '빨리', '점수를', '따기', '위하여', '상대방을', '피곤케', '하기', '위하여', '억지로', '속도를', '올리다', '경주에서', '인플레이션', '등이', '가격', '물가를', '상승시키다', '미', '영', '폭포']"
698,698,699,foreign,밖으로,"['밖으로', '의', '뜻에', '서', '외국의', '외국에', '있는', '외국풍의', '대외적인', '외국산의', '외국행의', '외국', '말투', '외래품', '외국어', '말', '외국인', '거류지', '외국', '무역', '미', '타주', '의', '회사', '영', '타사', '의', '차량', '등', '사외선', '타선차', '고유의', '것이', '아닌', '외래의', '이질적인', '전혀', '다른', '서로', '맞지', '않는', '적합하지', '않은', '눈에', '들어간', '이물', '너의', '이야기는', '그', '문제와', '관계가', '없다', '외국', '선박을', '타다', '배를', '외국', '회사로', '팔다']"
699,699,700,forest,숲,"['숲', '삼림', '산림지', '자연림으로서', '사냥', '거리인', '새', '짐승이', '있는', '지명으로서는', '지금은', '개간된', '지역에도', '사용함', '잉글랜드', '남부의', '삼림지구', '숲처럼', '총총', '선', '것', '숲을', '이룬', '것', '영', '왕실', '등의', '사냥터', '숲을', '이룬', '굴뚝', '나무를', '보고', '숲을', '보지', '않는다', '작은', '일에', '사로잡혀', '대국', '을', '보지', '못한다', '에', '식목하다', '수목으로', '뒤덮인', '숲을', '이룬']"
700,700,701,forever,영원히,"['영원히', '영구히', '끝없이', '끊임없이', '항상', '줄곧', '장황히', '영원히', '영원', '영', '에서는', '보통', '의', '두', '단어로', '씀']"
701,701,702,forget,잊다,"['잊다', '망각하다', '생각이', '안', '나다', '당신의', '이름을', '잊었습니다', '언제', '출발하는', '건지', '잊어버렸다', '내가', '온다는', '것을', '잊었느냐', '그가', '오는', '날이', '월요일인지', '화요일인지', '잊었다', '할', '것을', '잊다', '편지에', '회답', '쓰는', '것을', '잊었다', '잊지', '마시고', '꼭', '서명해', '주시오', '한', '것을', '잊다', '대통령의', '연설을', '들었던', '일은', '결코', '잊지', '못하리라', '대개', '부정', '미래형으로', '쓰임', '잊고', '두고오다', '가다', '갖고', '올', '것을', '잊다', '우산을', '잊을', '뻔했다', '우산을', '집기', '전에', '하는', '말', '하마터면', '우산을', '잊을', '뻔했다', '우산을', '집고', '나서', '하는', '말', '말할', '것을', '잊다', '간과하다', '소홀히', '등한시', '하다', '무시하다', '개의치', '않다', '가족에게', '안부', '전해', '주시오', '의', '잊고', '두고오다', '의', '뜻인', '는', '구체적인', '장소를', '나타내는', '전치사와', '함께', '쓰이지', '않는다', '따라서', '열차', '안에', '우산을', '잊고', '왔다', '은', '잘못이며', '이', '뜻으로는', '를', '쓴다', '잊다', '깜빡', '잊다', '그', '일은', '잊어주시오', '원한', '등을', '깨끗이', '잊어버리다', '그런', '건', '괜찮아', '염려하지마', '자기의', '직무를', '잊다', '게을리하다', '자기', '의', '이익', '을', '돌보지', '않다', '몰두하다', '자기의', '분수를', '잊어버리다', '자제심을', '잃다', '의식을', '잃다', '도', '또한', '도', '포함해서']"
702,702,703,forgot,의,"['의', '과거', '과거분사']"
703,703,704,forgotten,의,"['의', '과거분사']"
704,704,705,form,꼴,"['꼴', '형태', '사람', '물건의', '모양', '인체', '물체', '형식', '형식에', '맞는', '것', '서식', '바람직한', '모양', '바람직한', '상태', '원기', '꼴', '형상', '형태', '사람의', '모습', '외관', '사람', '물건', '의', '형체', '인체', '물체', '형', '방식', '종류', '형식', '외형', '표현', '형식', '예법', '예절', '예절', '바름', '버릇', '없음', '문서의', '양식', '서식', '신청', '용지', '전보', '용지', '경주마', '운동', '선수의', '심신의', '상태', '몸의', '컨디션', '원기', '경주마', '운동', '선수의', '과거의', '성적', '영', '범죄', '기록', '형식', '형태', '어형', '에', '대하여', '영', '학년', '등의', '학년', '학년', '영', '긴', '의자', '교회', '학교', '등의', '등받이', '없는', '토끼', '굴', '의', '서식대로', '형식으로서', '형식상', '의', '일로서', '말', '경기자', '등이', '컨디션이', '좋다', '나쁘다', '서식에', '기입하다', '형식상', '구두', '또는', '서면으로의', '호칭', '경칭', '존칭', '정식', '형식대로', '형태상으로', '는', '형식상', '컨디션이', '좋은', '격식을', '갖추어', '컨디션이', '좋은', '활발한', '재치', '넘치는', '어떤', '형태로', '나', '의', '꼴', '모습', '로', '의', '형태', '형식', '로', '지금까지의', '실적', '컨디션', '으로', '보아', '컨디션이', '좋은', '형태를', '이루다', '의', '형식을', '취하다', '으로', '나타나다', '평소의', '버릇대로', '여전히', '그', '모양으로', '좋지', '않은', '행동에', '대해서', '말함', '형성하다', '꼴을', '이루다', '점토로', '상', '을', '만들다', '인물', '능력', '품성을', '만들어', '내다', '단련하다', '습관을', '붙이다', '좋은', '습관을', '몸에', '붙이다', '성립시키다', '구성하다', '의회는', '아직', '구성되지', '않았다', '언어', '음성', '등을', '명확하게', '발음하다', '생각을', '짜내다', '개념', '의견', '등을', '구상하다', '정렬시키다', '대형을', '짓다', '병사를', '횡대로', '정렬시키다', '동맹', '관계를', '맺다', '파생시키다', '어미를', '변화시켜서', '만들다', '의', '꼴이', '되다', '의', '요소가', '되다', '말을', '하다', '을', '마음에', '그리다', '상상하다', '물건이', '형체를', '이루다', '어떤', '꼴이', '되다', '생각', '신념', '희망', '등이', '생기다', '대형을', '짓다', '정렬하다', '횡대로', '대형을', '짓다', '토끼가', '제', '집에', '들어가다', '제', '집에서', '웅크려', '있다']"
705,705,706,former,제,"['제', '의', '의', '비교급에서', '전의', '먼저의', '이전의', '그의', '전처', '전자', '의', '나는', '후자의', '그림보다', '전자', '것이', '낫다', '대명사적', '전자', '옛날', '은', '형성자', '구성자', '만드는', '도구', '형', '모형', '권형']"
706,706,707,forth,앞으로,"['앞으로', '전', '방으로', '보통', '동사와', '결합하여', '밖으로', '바깥으로', '때를', '나타내는', '명사', '뒤에서', '이후', '등', '운운', '낳다', '일으키다', '꽃', '등이', '활짝', '피다', '터지다', '나타나다', '오늘', '이후에는', '앞으로는', '공표하다', '초목의', '싹', '등이', '나오다', '곧', '정도까지는', '그만큼은', '네가', '일', '한', '만큼은', '뻗다', '펴다', '에서', '바깥에', '외출하다', '컴퓨터의', '를', '직접', '조종하는', '고', '수준', '프로그램', '언어']"
707,707,708,fortune,운,"['운', '특히', '좋은', '운을', '가리켜서', '행운', '성공', '부', '부', '부유', '많은', '재산', '큰', '재물', '운의', '성쇠', '재산가이다', '운', '운수', '장래의', '운명', '숙명', '무운', '운명의', '여신', '행운', '다행', '번영', '번창', '성공', '다행히', '그의', '조력을', '얻을', '수', '있었다', '재산가', '많은', '큰', '돈', '불운', '다행', '하게도', '재산이', '굴러', '들다', '유산', '상속', '등으로', '운명의', '수레바퀴', '영고', '성쇠', '운이', '트이다', '운수를', '점쳐', '받다', '부자가', '되다', '한', '재산', '벌다', '입신', '출세하다', '돈', '많은', '여자와', '결혼하다', '재산을', '목적으로', '결혼하다', '미', '운수를', '점치다', '출세', '성공', '의', '길을', '찾다', '와', '운명', '진퇴', '을', '함께', '하다', '모험', '군인', '이익', '모험', '쾌락을', '위해서', '군에', '복무하는', '책', '에', '많은', '돈을', '쓰다', '점쟁이가', '운수를', '점치다', '의', '운수를', '점치다', '운을', '시험하다', '모험하다', '우연히', '일어나다', '마침', '한', '일이', '일어났다', '우연히', '마주치다', '남에게', '재산을', '주다']"
708,708,709,forty,의,"['의', '개', '명', '의', '세의', '복수', '취급', '개', '명', '세', '달러', '파운드', '센트', '페니', '등', '세기의', '년대', '나이의', '대', '포티', '점째의', '득점', '스코틀랜드', '북동', '해안과', '노르웨이', '남서', '해안', '사이의', '해역', '길', '이상이', '된다', '하여', '미', '사방팔방으로', '혼란되어', '미', '대단한', '기세로']"
709,709,710,forward,앞으로,"['앞으로', '전방으로', '에', '앞으로', '가', '앞으로', '두', '발', '앞으로', '나가다', '금후', '앞으로', '상품', '후일', '인도', '대금', '선불', '로', '밖으로', '표면화하여', '뱃머리에', '이물쪽으로', '의견', '등을', '꺼내다', '제출하다', '장부의', '앞', '장에서', '이월하다', '운임은', '화물', '수취인', '부담', '도착불', '장부의', '다음', '장으로', '이월하다', '자진해서', '일을', '맡아', '나서다', '표면에', '나서다', '후보자로', '나서다', '수표', '등을', '후일', '날짜로', '하다', '앞수표로', '하다', '앞으로는', '대개', '부정문', '에서', '더', '앞으로', '나아가다', '진보하다', '촉', '진하다', '제출하다', '제언하다', '주장하다', '촉진하', '다', '눈에', '띄게', '하다', '천거하다', '주제넘게', '나서다', '돌진하다', '미리', '보내다', '앞서', '보내다', '출발하다', '전방으로의', '전진하는', '가는', '앞쪽의', '전진', '왕복', '여행', '장래의', '계획', '버스의', '앞쪽', '좌석', '선물', '의', '후일', '인도', '의', '전진적인', '촉진적인', '진보', '급진', '적인', '진보', '촉진', '운동', '급진적인', '방법', '자진해서', '하는', '그녀는', '언제나', '자진해서', '남을', '도우려고', '한다', '사람이', '일', '계획', '등에서', '진척된', '그는', '작업이', '잘', '진척되어', '있다', '철', '이른', '조숙한', '올된', '일된', '조숙한', '아이', '뻔뻔스러운', '외람된', '주제넘은', '자네가', '그런', '말을', '하다니', '좀', '건방지군', '나아가게', '하다', '조성', '하다', '촉진하다', '진척시키다', '운동을', '촉진하', '다', '발육을', '빠르게', '하다', '식물', '등의', '편지', '등을', '전송', '하다', '회송하다', '하물을', '발송하다', '목적어를', '생략하여', '전송', '바람', '겉봉의', '왼쪽', '위에', '씀', '그', '상품을', '발송하겠습니다', '밑공정', '작업을', '하다', '전위', '포워드', '전위적', '분자', '선봉']"
710,710,711,foundation,창,"['창', '설', '건설', '창건', '기본금', '기부에', '의한', '설립', '기본금', '기부에', '의해', '유지되는', '설립물', '재단', '사회', '사업', '단체', '등', '카네기', '재단', '기본금', '유지', '기금', '근거', '밑도', '끝도', '없는', '유언비어', '기초', '토대', '종종', '건물의', '토대', '기초', '초석', '의류', '모자', '등의', '보강', '재료', '심', '뜨개질의', '뜨개', '바탕', '뜨기', '시작하는', '첫째', '줄', '파운데이션', '밑화장에', '쓰이는', '화장품', '유화에서', '캔버스', '위에', '칠하는', '바탕', '물감', '밑칠', '영', '재단에서', '장학금을', '받고', '있다', '밑뿌리까지', '실색하도록', '기초', '토대', '근거', '가', '없는']"
711,711,712,four,의,"['의', '개', '명', '의', '살의', '소수의', '미', '사구', '사방', '팔방', '으로', '복수', '취급', '개', '명', '넷', '개', '명', '라는', '글자', '의', '기호', '시', '개', '한', '벌', '점', '카드', '패', '주사위', '눈', '등의', '크리켓', '점타', '필의', '말', '개의', '노로', '젓는', '보트', '의', '선원', '개의', '노로', '젓는', '보트의', '경조', '두', '마차', '열', '종대', '푼', '이자', '공채', '절판', '짐승의', '네', '발', '인간의', '수족', '카드', '놀이의', '일종', '미', '금요일', '주', '의', '일째', '급료일', '넷씩', '한패', '무리', '가', '되어', '네', '발로', '기어', '꼭', '맞아', '완전히', '부합', '일치', '하여']"
712,712,713,fourteen,의,"['의', '개의', '명의', '살의', '복수', '취급', '개', '명', '개', '명', '라는', '글자', '기호', '살', '달러', '파운드', '센트', '펜스', '등']"
713,713,714,fourth,와,"['와', '서수를', '만드는', '접미사', '에서', '보통', '네', '번', '째의', '제', '의', '분의', '의', '분의', '네', '번', '째로', '분의', '제', '도', '음정', '분의', '제', '달의', '일', '등품', '미', '번째의', '사람', '것', '미', '월', '일의', '독립', '기념일', '네', '번', '째로']"
714,714,715,fox,집합적,"['집합적', '여우', '숫여우', '교활한', '사람', '여우', '모피', '미', '매력적인', '여성', '청년', '대학의', '년생', '승냥이', '시편', '교활하기', '짝이', '없는', '사람', '미', '여우처럼', '교활한', '빈틈없는', '노회', '한', '여우와', '거위', '놀이', '일종의', '숨바꼭질', '여우와', '사냥개', '놀이', '교활하게', '굴다', '꾀부리다', '보통', '수동형', '책장', '인화', '등', '여우', '빛깔로', '변색시키다', '몹시', '변색되어', '있다', '맛이', '변하다', '맥주', '등을', '발효시킬', '때', '시게', '하다', '구두의', '앞', '갑피를', '수선하다', '속이다', '교활한', '짓을', '하다', '시치미', '떼다', '종이', '등이', '여우', '빛깔로', '변색하다', '얼룩지다', '맥주가', '시어지다']"
715,715,716,frame,이익,"['이익', '의', '뜻에서', '건조물의', '뼈대', '사람', '동물의', '체격', '성적', '매력이', '있는', '여자의', '몸매', '차량의', '차체', '비행기의', '기체', '뼈대', '선박의', '늑재', '체질이', '허약한', '사람', '구조', '만듦새', '구성', '조직', '기구', '체제', '창틀', '테두리', '사진', '틀', '안경테', '영화', '필름의', '한', '토막', '구도', '배경', '환경', '프레임', '주사선의', '연속으로', '보내어지는', '하나의', '완성된', '영상', '테두리틀', '온실', '등의', '프레임', '온상', '자수틀', '식자대', '세광반', '기분', '심경', '심기', '미', '야구의', '회', '이닝', '미', '볼링', '회', '기분', '사고', '방식', '기준', '틀', '준거', '기준', '행동', '판단을', '지배하는', '준거', '좌표계', '나무테', '틀', '뼈대', '의', '미', '목조의', '틀을', '잡다', '짜맞추다', '얽다', '짜다', '만들다', '계획을', '세우다', '고안하다', '태풍에', '견디도록', '만들어진', '집', '틀에', '끼우다', '테두리를', '붙이다', '그림을', '액자에', '끼우다', '숲으로', '둘러', '싸인', '호수', '틀에', '따라', '만들다', '모양', '짓다', '대리석으로', '상', '을', '만들다', '어떤', '목적에', '적합하게', '하다', '맞게', '하다', '말을', '발음하다', '말하다', '조작', '날조', '하다', '사람을', '모함하다', '누명을', '씌우다', '에게', '살인죄의', '누명을', '씌우다', '모함에', '빠지다', '마음에', '그리다', '상상하다', '보통', '진행하다', '일이', '됨직하다', '유망하다', '그는', '연설가로서', '성공할', '가망이', '있다', '틀에', '낀', '틀', '테', '없는']"
716,716,717,france,프랑크족,"['프랑크족', '의', '뜻에서', '프랑스', '공식', '명칭은', '수도', '프랑스', '프랑스의', '작가']"
